[00:48:29] KOD: 6736 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:56:34] KOD: 1235 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:56:35] KOD: 2531 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:56:37] KOD: 3840 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:56:39] KOD: 7320 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:56:40] KOD: 2632 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:56:42] KOD: 9887 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:56:43] KOD: 5752 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:56:45] KOD: 2638 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:56:46] KOD: 7217 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:56:48] KOD: 5484 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:56:49] KOD: 9923 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:56:51] KOD: 3378 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:56:52] KOD: 9260 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:56:54] KOD: 2692 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:56:55] KOD: 2009 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:56:57] KOD: 6344 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:56:58] KOD: 7329 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:57:00] KOD: 7545 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:57:01] KOD: 5213 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:57:03] KOD: 4661 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:57:04] KOD: 3737 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:57:06] KOD: 9511 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:57:07] KOD: 6844 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:57:09] KOD: 8089 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:57:10] KOD: 7335 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:57:12] KOD: 1517 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:57:13] KOD: 9096 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:57:15] KOD: 6134 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:57:16] KOD: 7860 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:57:18] KOD: 3770 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:57:19] KOD: 3922 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:57:21] KOD: 9546 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:57:22] KOD: 7514 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:57:24] KOD: 6192 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:57:25] KOD: 9020 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:57:27] KOD: 6441 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:57:28] KOD: 8176 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:57:30] KOD: 6316 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:57:31] KOD: 1951 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:57:33] KOD: 4699 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:57:34] KOD: 3102 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:57:36] KOD: 4613 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:57:37] KOD: 6750 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:57:39] KOD: 9406 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:57:40] KOD: 9762 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:57:42] KOD: 8380 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:57:43] KOD: 9648 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:57:45] KOD: 2637 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:57:46] KOD: 2335 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:57:48] KOD: 2400 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:57:49] KOD: 1658 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:57:51] KOD: 5635 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:57:52] KOD: 4784 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:57:54] KOD: 8508 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:57:55] KOD: 3478 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:57:57] KOD: 6285 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:57:58] KOD: 1325 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:00] KOD: 6974 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:01] KOD: 7810 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:58:03] KOD: 6013 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:58:04] KOD: 6215 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:58:06] KOD: 9348 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:58:07] KOD: 5905 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:58:09] KOD: 2637 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:58:10] KOD: 9033 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:58:12] KOD: 2474 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:13] KOD: 6651 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:58:15] KOD: 4909 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:16] KOD: 5087 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:18] KOD: 9340 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:58:19] KOD: 7253 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:58:21] KOD: 4423 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:58:22] KOD: 7587 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:58:24] KOD: 7646 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:25] KOD: 1666 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:58:27] KOD: 6185 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:58:28] KOD: 7703 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:58:30] KOD: 1744 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:31] KOD: 2072 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:58:33] KOD: 3245 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:58:34] KOD: 5573 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:58:36] KOD: 6987 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:58:37] KOD: 9853 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:39] KOD: 5213 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:40] KOD: 6969 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:58:42] KOD: 5900 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:43] KOD: 5305 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:45] KOD: 7849 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:46] KOD: 8269 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:48] KOD: 6689 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:58:49] KOD: 1991 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:58:51] KOD: 3266 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:52] KOD: 9471 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:58:54] KOD: 9525 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:58:55] KOD: 6889 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:58:57] KOD: 2923 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:58:58] KOD: 3867 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:59:00] KOD: 2428 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:01] KOD: 4015 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:03] KOD: 9417 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:59:04] KOD: 5513 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:59:06] KOD: 1865 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:59:08] KOD: 8038 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:09] KOD: 4826 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:59:11] KOD: 1658 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:59:12] KOD: 3014 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:59:14] KOD: 1883 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:59:15] KOD: 7957 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:59:17] KOD: 3558 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:18] KOD: 3527 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:59:20] KOD: 6095 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:59:21] KOD: 9442 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:23] KOD: 4898 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:59:24] KOD: 5308 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:59:26] KOD: 2421 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:27] KOD: 4935 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:59:29] KOD: 7645 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:30] KOD: 7815 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:32] KOD: 7847 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:59:33] KOD: 3518 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:59:35] KOD: 2315 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:36] KOD: 1893 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:59:38] KOD: 1244 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:59:39] KOD: 3831 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:41] KOD: 3242 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:59:42] KOD: 8322 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:44] KOD: 6300 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:59:45] KOD: 5009 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:59:47] KOD: 9139 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:59:48] KOD: 2082 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:50] KOD: 3282 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:59:51] KOD: 9196 | TEHDIT: ACIL | DURUM: ENGELLENDI
[00:59:53] KOD: 6262 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:54] KOD: 5566 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[00:59:56] KOD: 5744 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[00:59:57] KOD: 5336 | TEHDIT: ORTA | DURUM: ENGELLENDI
[00:59:59] KOD: 5683 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:00] KOD: 3586 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:00:02] KOD: 7151 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:00:03] KOD: 7755 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:05] KOD: 8456 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:06] KOD: 2794 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:00:08] KOD: 6976 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:09] KOD: 7614 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:11] KOD: 1352 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:00:12] KOD: 8525 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:00:14] KOD: 7519 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:00:15] KOD: 4542 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:00:17] KOD: 6695 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:00:18] KOD: 1177 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:00:20] KOD: 2006 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:21] KOD: 8471 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:00:23] KOD: 3672 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:00:24] KOD: 1732 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:26] KOD: 9562 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:27] KOD: 8090 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:00:29] KOD: 4269 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:00:30] KOD: 9777 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:32] KOD: 2915 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:33] KOD: 4819 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:35] KOD: 5625 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:00:36] KOD: 7968 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:38] KOD: 8085 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:39] KOD: 4928 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:41] KOD: 6448 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:00:42] KOD: 6476 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:00:44] KOD: 9650 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:00:45] KOD: 6821 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:00:47] KOD: 6211 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:00:48] KOD: 4783 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:00:50] KOD: 4503 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:51] KOD: 1603 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:00:53] KOD: 9122 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:00:54] KOD: 7747 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:00:56] KOD: 2541 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:00:57] KOD: 5516 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:00:59] KOD: 8685 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:01:00] KOD: 7143 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:01:02] KOD: 1297 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:01:03] KOD: 8259 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:01:05] KOD: 9073 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:01:06] KOD: 8839 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:01:08] KOD: 7636 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:01:09] KOD: 4207 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:01:11] KOD: 8544 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:01:12] KOD: 3138 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:01:14] KOD: 9661 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:01:15] KOD: 9119 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:17] KOD: 7634 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:18] KOD: 9346 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:20] KOD: 9865 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:01:21] KOD: 1682 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:23] KOD: 5665 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:01:24] KOD: 7984 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:26] KOD: 4068 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:27] KOD: 3570 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:01:29] KOD: 1793 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:01:30] KOD: 9096 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:32] KOD: 3832 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:33] KOD: 9235 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:01:35] KOD: 5808 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:01:37] KOD: 1803 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:01:38] KOD: 3122 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:40] KOD: 2483 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:01:41] KOD: 6395 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:43] KOD: 9505 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:01:44] KOD: 2872 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:01:46] KOD: 5371 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:01:47] KOD: 9952 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:49] KOD: 9045 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:50] KOD: 3241 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:01:52] KOD: 6051 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:01:53] KOD: 5413 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:01:55] KOD: 1208 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:01:56] KOD: 1417 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:01:58] KOD: 4339 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:01:59] KOD: 5253 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:02:01] KOD: 9463 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:02] KOD: 2926 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:02:04] KOD: 3303 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:02:05] KOD: 1102 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:02:07] KOD: 8478 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:02:08] KOD: 7254 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:02:10] KOD: 6661 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:02:11] KOD: 6429 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:02:13] KOD: 5497 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:02:14] KOD: 5141 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:02:16] KOD: 6591 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:02:17] KOD: 1312 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:02:19] KOD: 4862 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:20] KOD: 3858 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:22] KOD: 2913 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:02:23] KOD: 4273 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:02:25] KOD: 1514 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:02:26] KOD: 4887 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:28] KOD: 9945 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:02:29] KOD: 1863 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:31] KOD: 8675 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:02:32] KOD: 7029 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:34] KOD: 9761 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:02:35] KOD: 9919 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:02:37] KOD: 2940 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:38] KOD: 1400 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:02:40] KOD: 4052 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:41] KOD: 4766 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:43] KOD: 7677 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:02:44] KOD: 1738 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:46] KOD: 2053 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:47] KOD: 2069 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:02:49] KOD: 3161 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:02:50] KOD: 6691 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:52] KOD: 2133 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:02:53] KOD: 8257 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:02:55] KOD: 6745 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:02:56] KOD: 6293 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:02:58] KOD: 9634 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:02:59] KOD: 2313 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:01] KOD: 5787 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:02] KOD: 3819 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:03:04] KOD: 8507 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:05] KOD: 6154 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:03:07] KOD: 2697 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:03:08] KOD: 1349 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:10] KOD: 4489 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:03:11] KOD: 8556 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:03:13] KOD: 3019 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:14] KOD: 1629 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:16] KOD: 3557 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:03:17] KOD: 7745 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:03:19] KOD: 1628 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:20] KOD: 3395 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:03:22] KOD: 4277 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:03:23] KOD: 3515 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:25] KOD: 3296 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:03:26] KOD: 5622 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:03:28] KOD: 7125 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:29] KOD: 5109 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:31] KOD: 7065 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:03:32] KOD: 9754 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:03:34] KOD: 5682 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:03:35] KOD: 4128 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:37] KOD: 1537 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:38] KOD: 2630 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:03:40] KOD: 3319 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:03:41] KOD: 1177 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:03:43] KOD: 9642 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:03:44] KOD: 7418 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:03:46] KOD: 5300 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:03:47] KOD: 9799 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:03:49] KOD: 8563 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:03:50] KOD: 3470 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:03:52] KOD: 1858 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:03:53] KOD: 1599 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:03:55] KOD: 9221 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:03:56] KOD: 8644 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:03:58] KOD: 1507 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:03:59] KOD: 4671 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:04:01] KOD: 6240 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:04:02] KOD: 6195 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:04:04] KOD: 6992 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:04:06] KOD: 6475 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:04:07] KOD: 5815 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:04:09] KOD: 4307 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:04:10] KOD: 2464 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:04:12] KOD: 3247 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:04:13] KOD: 8507 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:04:15] KOD: 5422 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:04:16] KOD: 5780 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:04:18] KOD: 8282 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:04:19] KOD: 6602 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:04:21] KOD: 4539 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:04:22] KOD: 8030 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:04:24] KOD: 7124 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:04:25] KOD: 3135 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:04:27] KOD: 3147 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:04:28] KOD: 9256 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:04:30] KOD: 8613 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:04:31] KOD: 6394 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:04:33] KOD: 9877 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:04:34] KOD: 2029 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:04:36] KOD: 5877 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:04:37] KOD: 3050 | TEHDIT: KRITIK | DURUM: ENGELLENDI
